gene_id,transcript_1,transcript_2,num_junction_T1_only,num_junction_T2_only,num_junction_shared,prop_junction_diff,prop_junction_similar,junction_T1_only,junction_T2_only,junction_shared,num_ER_T1_only,num_ER_T2_only,num_ER_shared,prop_ER_diff,prop_ER_similar,ER_T1_only,ER_T2_only,ER_shared,num_fragment_T1_only,num_fragment_T2_only,num_fragment_shared,prop_fragment_diff,prop_fragment_similar,fragment_T1_only,fragment_T2_only,fragment_shared,num_fragment_singletons_T1_only,num_fragment_singletons_T2_only,num_fragment_singletons_shared,num_IR_fragment_T1,num_IR_fragment_T2,IR_fragment_T1,IR_fragment_T2,num_nt_shared,num_nt_T1_only,num_nt_T2_only,num_nt_diff,total_nt,prop_nt_diff,prop_nt_similar,num_nt_T1_only_in_shared_ER,num_nt_T2_only_in_shared_ER,num_nt_shared_in_shared_ER,total_nt_in_shared_ER,prop_nt_diff_in_shared_ER,prop_nt_similar_in_shared_ER,num_nt_T1_only_in_unique_ER,num_nt_T2_only_in_unique_ER,flag_FSM,flag_IR,flag_5_variation,flag_3_variation,flag_alt_donor_acceptor,flag_alt_exon,flag_no_shared_nt
gene:WBGene00006780,tr_gene:WBGene00006780_3,tr_gene:WBGene00006780_4,2,2,9,0.3076923076923077,0.6923076923076923,IV:5985160:5986528:+|IV:5986658:5987239:+,IV:5975856:5976261:+|IV:5976735:5977609:+,IV:5978407:5978783:+|IV:5979405:5979598:+|IV:5979691:5979880:+|IV:5980151:5981079:+|IV:5981412:5982444:+|IV:5982557:5982623:+|IV:5984446:5984577:+|IV:5984735:5984805:+|IV:5984970:5985102:+,2,2,10,0.2857142857142857,0.7142857142857143,IV:5986518:5986668:+|IV:5987229:5987471:+,IV:5975556:5975866:+|IV:5976251:5976745:+,IV:5977599:5978417:+|IV:5978773:5979415:+|IV:5979588:5979701:+|IV:5979870:5980161:+|IV:5981069:5981422:+|IV:5982434:5982567:+|IV:5982613:5984456:+|IV:5984567:5984745:+|IV:5984795:5984980:+|IV:5985092:5985381:+,2,4,10,0.375,0.625,IV:5986518:5986668:+|IV:5987229:5987471:+,IV:5975556:5975866:+|IV:5976251:5976745:+|IV:5977599:5977777:+|IV:5985170:5985381:+,IV:5977777:5978417:+|IV:5978773:5979415:+|IV:5979588:5979701:+|IV:5979870:5980161:+|IV:5981069:5981422:+|IV:5982434:5982567:+|IV:5982613:5984456:+|IV:5984567:5984745:+|IV:5984795:5984980:+|IV:5985092:5985170:+,2,2,8,0,0,,,4456,392,1193,1585,6041,0.26237377917563315,0.7376262208243669,0,389,4456,4845,0.08028895768833849,0.9197110423116615,392,804,0,0,1,1,1,1,0
gene:WBGene00006930,tr_gene:WBGene00006930_1,tr_gene:WBGene00006930_2,1,4,0,1.0,0.0,IV:8266128:8266194:+,IV:8261257:8261368:+|IV:8261808:8261885:+|IV:8265813:8265881:+|IV:8266131:8266194:+,,0,3,2,0.6,0.4,,IV:8261144:8261267:+|IV:8261358:8261818:+|IV:8261875:8265823:+,IV:8265871:8266141:+|IV:8266184:8266462:+,0,4,2,0.6666666666666666,0.33333333333333337,,IV:8261144:8261267:+|IV:8261358:8261818:+|IV:8261875:8265823:+|IV:8266138:8266141:+,IV:8265871:8266138:+|IV:8266184:8266462:+,0,3,1,0,0,,,545,0,4534,4534,5079,0.8926954124827722,0.10730458751722782,0,3,545,548,0.005474452554744526,0.9945255474452555,0,4531,0,0,1,0,1,1,0
gene:WBGene00006931,tr_gene:WBGene00006931_1,tr_gene:WBGene00006931_2,1,3,1,0.8,0.19999999999999996,IV:9340993:9341363:-,IV:9339994:9340296:-|IV:9340760:9340856:-|IV:9340999:9341363:-,IV:9341497:9341572:-,0,2,3,0.4,0.6,,IV:9339402:9340004:-|IV:9340286:9340770:-,IV:9340846:9341009:-|IV:9341353:9341507:-|IV:9341562:9341651:-,0,3,3,0.5,0.5,,IV:9339402:9340004:-|IV:9340286:9340770:-|IV:9341003:9341009:-,IV:9340846:9341003:-|IV:9341353:9341507:-|IV:9341562:9341651:-,0,2,2,0,0,,,400,0,1092,1092,1492,0.7319034852546917,0.26809651474530827,0,6,400,406,0.014778325123152709,0.9852216748768473,0,1086,0,0,0,1,1,1,0
gene:WBGene00006974,tr_gene:WBGene00006974_1,tr_gene:WBGene00006974_2,0,2,5,0.2857142857142857,0.7142857142857143,,IV:6118656:6118722:+|IV:6118951:6119013:+,IV:6119299:6119373:+|IV:6119603:6119675:+|IV:6119838:6119903:+|IV:6120606:6120682:+|IV:6120749:6121353:+,0,2,6,0.25,0.75,,IV:6118218:6118666:+|IV:6118712:6118961:+,IV:6119003:6119309:+|IV:6119363:6119613:+|IV:6119665:6119848:+|IV:6119893:6120616:+|IV:6120672:6120759:+|IV:6121343:6121737:+,0,3,6,0.3333333333333333,0.6666666666666667,,IV:6118218:6118666:+|IV:6118712:6118961:+|IV:6119003:6119009:+,IV:6119009:6119309:+|IV:6119363:6119613:+|IV:6119665:6119848:+|IV:6119893:6120616:+|IV:6120672:6120759:+|IV:6121343:6121737:+,0,2,5,0,0,,,1937,0,703,703,2640,0.2662878787878788,0.7337121212121211,0,6,1937,1943,0.003088008234688626,0.9969119917653114,0,697,0,0,1,0,1,1,0
gene:WBGene00007088,tr_gene:WBGene00007088_1,tr_gene:WBGene00007088_2,1,8,0,1.0,0.0,IV:12145642:12145707:-,IV:12143702:12143770:-|IV:12143936:12144003:-|IV:12144442:12144506:-|IV:12144829:12144895:-|IV:12145090:12145158:-|IV:12145273:12145343:-|IV:12145444:12145519:-|IV:12145645:12145707:-,,0,7,2,0.7777777777777778,0.2222222222222222,,IV:12143432:12143712:-|IV:12143760:12143946:-|IV:12143993:12144452:-|IV:12144496:12144839:-|IV:12144885:12145100:-|IV:12145148:12145283:-|IV:12145333:12145454:-,IV:12145509:12145655:-|IV:12145697:12145700:-,0,8,2,0.8,0.19999999999999996,,IV:12143432:12143712:-|IV:12143760:12143946:-|IV:12143993:12144452:-|IV:12144496:12144839:-|IV:12144885:12145100:-|IV:12145148:12145283:-|IV:12145333:12145454:-|IV:12145652:12145655:-,IV:12145509:12145652:-|IV:12145697:12145700:-,0,7,1,0,0,,,146,0,1742,1742,1888,0.9226694915254238,0.07733050847457623,0,3,146,149,0.020134228187919462,0.9798657718120806,0,1739,0,0,0,1,1,1,0
gene:WBGene00007089,tr_gene:WBGene00007089_1,tr_gene:WBGene00007089_2,1,1,3,0.4,0.6,IV:12135561:12136212:-,IV:12135569:12136212:-,IV:12136511:12136664:-|IV:12136844:12137187:-|IV:12137227:12137294:-,0,0,5,0.0,1.0,,,IV:12135076:12135579:-|IV:12136202:12136521:-|IV:12136654:12136854:-|IV:12137177:12137237:-|IV:12137284:12137349:-,0,1,5,0.16666666666666666,0.8333333333333334,,IV:12135571:12135579:-,IV:12135076:12135571:-|IV:12136202:12136521:-|IV:12136654:12136854:-|IV:12137177:12137237:-|IV:12137284:12137349:-,0,0,4,0,0,,,1139,0,8,8,1147,0.006974716652136007,0.993025283347864,0,8,1139,1147,0.006974716652136007,0.993025283347864,0,0,0,0,0,0,1,0,0
gene:WBGene00007092,tr_gene:WBGene00007092_1,tr_gene:WBGene00007092_2,1,7,5,0.6153846153846154,0.3846153846153846,IV:12152505:12152657:-,IV:12151446:12151518:-|IV:12151637:12151712:-|IV:12151758:12151824:-|IV:12151915:12151981:-|IV:12152128:12152197:-|IV:12152259:12152331:-|IV:12152517:12152657:-,IV:12152935:12153004:-|IV:12153320:12153399:-|IV:12153634:12153700:-|IV:12153746:12153810:-|IV:12153949:12154012:-,0,6,7,0.46153846153846156,0.5384615384615384,,IV:12151191:12151456:-|IV:12151508:12151647:-|IV:12151702:12151768:-|IV:12151814:12151925:-|IV:12151971:12152138:-|IV:12152187:12152269:-,IV:12152321:12152527:-|IV:12152647:12152945:-|IV:12152994:12153330:-|IV:12153389:12153644:-|IV:12153690:12153756:-|IV:12153800:12153959:-|IV:12154002:12154245:-,0,7,7,0.5,0.5,,IV:12151191:12151456:-|IV:12151508:12151647:-|IV:12151702:12151768:-|IV:12151814:12151925:-|IV:12151971:12152138:-|IV:12152187:12152269:-|IV:12152515:12152527:-,IV:12152321:12152515:-|IV:12152647:12152945:-|IV:12152994:12153330:-|IV:12153389:12153644:-|IV:12153690:12153756:-|IV:12153800:12153959:-|IV:12154002:12154245:-,0,6,6,0,0,,,1551,0,842,842,2393,0.3518595904722106,0.6481404095277894,0,12,1551,1563,0.007677543186180422,0.9923224568138196,0,830,0,0,0,1,1,1,0
gene:WBGene00007093,tr_gene:WBGene00007093_1,tr_gene:WBGene00007093_2,1,1,6,0.25,0.75,IV:12139137:12139216:-,IV:12139143:12139216:-,IV:12139304:12139369:-|IV:12139565:12139634:-|IV:12139751:12140034:-|IV:12140462:12140530:-|IV:12140708:12140774:-|IV:12140881:12140944:-,0,0,8,0.0,1.0,,,IV:12138846:12139153:-|IV:12139206:12139314:-|IV:12139359:12139575:-|IV:12139624:12139761:-|IV:12140024:12140472:-|IV:12140520:12140718:-|IV:12140764:12140891:-|IV:12140934:12141057:-,0,1,8,0.1111111111111111,0.8888888888888888,,IV:12139147:12139153:-,IV:12138846:12139147:-|IV:12139206:12139314:-|IV:12139359:12139575:-|IV:12139624:12139761:-|IV:12140024:12140472:-|IV:12140520:12140718:-|IV:12140764:12140891:-|IV:12140934:12141057:-,0,0,7,0,0,,,1658,0,6,6,1664,0.003605769230769231,0.9963942307692307,0,6,1658,1664,0.003605769230769231,0.9963942307692307,0,0,0,0,0,0,1,0,0
gene:WBGene00007195,tr_gene:WBGene00007195_1,tr_gene:WBGene00007195_2,1,4,0,1.0,0.0,IV:13883697:13883953:+,IV:13882876:13882942:+|IV:13883027:13883395:+|IV:13883443:13883515:+|IV:13883701:13883953:+,,0,3,2,0.6,0.4,,IV:13882733:13882886:+|IV:13882932:13883037:+|IV:13883385:13883453:+,IV:13883505:13883711:+|IV:13883943:13884177:+,0,4,2,0.6666666666666666,0.33333333333333337,,IV:13882733:13882886:+|IV:13882932:13883037:+|IV:13883385:13883453:+|IV:13883707:13883711:+,IV:13883505:13883707:+|IV:13883943:13884177:+,0,3,1,0,0,,,436,0,330,330,766,0.4308093994778068,0.5691906005221932,0,4,436,440,0.00909090909090909,0.990909090909091,0,326,0,0,1,0,1,1,0
gene:WBGene00007445,tr_gene:WBGene00007445_1,tr_gene:WBGene00007445_2,1,1,2,0.5,0.5,IV:11155542:11155607:+,IV:11155196:11155260:+,IV:11155821:11155891:+|IV:11156354:11156425:+,0,1,3,0.25,0.75,,IV:11155056:11155206:+,IV:11155250:11155831:+|IV:11155881:11156364:+|IV:11156415:11156634:+,0,2,4,0.3333333333333333,0.6666666666666667,,IV:11155056:11155206:+|IV:11155552:11155597:+,IV:11155250:11155552:+|IV:11155597:11155831:+|IV:11155881:11156364:+|IV:11156415:11156634:+,0,1,2,0,1,,IV:11155552:11155597:+,1238,0,195,195,1433,0.1360781577110956,0.8639218422889043,0,45,1238,1283,0.03507404520654715,0.9649259547934529,0,150,0,1,1,0,0,0,0
gene:WBGene00007460,tr_gene:WBGene00007460_1,tr_gene:WBGene00007460_2,2,1,2,0.6,0.4,IV:13607981:13608047:-|IV:13609295:13609400:-,IV:13607723:13607788:-,IV:13608289:13609154:-|IV:13609663:13609728:-,0,1,3,0.25,0.75,,IV:13607435:13607733:-,IV:13607778:13608299:-|IV:13609144:13609673:-|IV:13609718:13609869:-,0,3,5,0.375,0.625,,IV:13607435:13607733:-|IV:13607991:13608037:-|IV:13609305:13609390:-,IV:13607778:13607991:-|IV:13608037:13608299:-|IV:13609144:13609305:-|IV:13609390:13609673:-|IV:13609718:13609869:-,0,1,1,0,2,,IV:13607991:13608037:-|IV:13609305:13609390:-,1070,0,429,429,1499,0.28619079386257507,0.7138092061374249,0,131,1070,1201,0.10907577019150708,0.890924229808493,0,298,0,1,0,1,0,0,0
gene:WBGene00007492,tr_gene:WBGene00007492_1,tr_gene:WBGene00007492_2,1,1,4,0.3333333333333333,0.6666666666666667,IV:8863487:8863858:-,IV:8862475:8863858:-,IV:8864039:8864115:-|IV:8864224:8864290:-|IV:8864427:8865022:-|IV:8865178:8865331:-,1,1,5,0.2857142857142857,0.7142857142857143,IV:8862604:8863497:-,IV:8862227:8862485:-,IV:8863848:8864049:-|IV:8864105:8864234:-|IV:8864280:8864437:-|IV:8865012:8865188:-|IV:8865321:8865483:-,1,1,5,0.2857142857142857,0.7142857142857143,IV:8862604:8863497:-,IV:8862227:8862485:-,IV:8863848:8864049:-|IV:8864105:8864234:-|IV:8864280:8864437:-|IV:8865012:8865188:-|IV:8865321:8865483:-,1,1,5,0,0,,,825,893,258,1151,1976,0.5824898785425101,0.4175101214574899,0,0,825,825,0.0,1.0,893,258,0,0,0,1,0,1,0
gene:WBGene00007492,tr_gene:WBGene00007492_1,tr_gene:WBGene00007492_3,1,1,4,0.3333333333333333,0.6666666666666667,IV:8863487:8863858:-,IV:8862491:8863858:-,IV:8864039:8864115:-|IV:8864224:8864290:-|IV:8864427:8865022:-|IV:8865178:8865331:-,1,1,5,0.2857142857142857,0.7142857142857143,IV:8862604:8863497:-,IV:8862227:8862501:-,IV:8863848:8864049:-|IV:8864105:8864234:-|IV:8864280:8864437:-|IV:8865012:8865188:-|IV:8865321:8865483:-,1,1,5,0.2857142857142857,0.7142857142857143,IV:8862604:8863497:-,IV:8862227:8862501:-,IV:8863848:8864049:-|IV:8864105:8864234:-|IV:8864280:8864437:-|IV:8865012:8865188:-|IV:8865321:8865483:-,1,1,5,0,0,,,825,893,274,1167,1992,0.5858433734939759,0.41415662650602414,0,0,825,825,0.0,1.0,893,274,0,0,0,1,0,1,0
gene:WBGene00007492,tr_gene:WBGene00007492_2,tr_gene:WBGene00007492_3,1,1,4,0.3333333333333333,0.6666666666666667,IV:8862475:8863858:-,IV:8862491:8863858:-,IV:8864039:8864115:-|IV:8864224:8864290:-|IV:8864427:8865022:-|IV:8865178:8865331:-,0,0,6,0.0,1.0,,,IV:8862227:8862501:-|IV:8863848:8864049:-|IV:8864105:8864234:-|IV:8864280:8864437:-|IV:8865012:8865188:-|IV:8865321:8865483:-,0,1,6,0.14285714285714285,0.8571428571428572,,IV:8862485:8862501:-,IV:8862227:8862485:-|IV:8863848:8864049:-|IV:8864105:8864234:-|IV:8864280:8864437:-|IV:8865012:8865188:-|IV:8865321:8865483:-,0,0,5,0,0,,,1083,0,16,16,1099,0.014558689717925387,0.9854413102820746,0,16,1083,1099,0.014558689717925387,0.9854413102820746,0,0,0,0,0,0,1,0,0
gene:WBGene00007496,tr_gene:WBGene00007496_1,tr_gene:WBGene00007496_2,1,1,3,0.4,0.6,IV:8877676:8878274:-,IV:8877679:8878274:-,IV:8878395:8879211:-|IV:8879366:8879429:-|IV:8879517:8879729:-,0,0,5,0.0,1.0,,,IV:8877389:8877689:-|IV:8878264:8878405:-|IV:8879201:8879376:-|IV:8879419:8879527:-|IV:8879719:8879910:-,0,1,5,0.16666666666666666,0.8333333333333334,,IV:8877686:8877689:-,IV:8877389:8877686:-|IV:8878264:8878405:-|IV:8879201:8879376:-|IV:8879419:8879527:-|IV:8879719:8879910:-,0,0,4,0,0,,,912,0,3,3,915,0.003278688524590164,0.9967213114754099,0,3,912,915,0.003278688524590164,0.9967213114754099,0,0,0,0,0,0,1,0,0
gene:WBGene00007696,tr_gene:WBGene00007696_1,tr_gene:WBGene00007696_2,1,2,1,0.75,0.25,IV:10220591:10220659:-,IV:10219826:10219995:-|IV:10220597:10220659:-,IV:10220770:10220947:-,0,1,3,0.25,0.75,,IV:10219430:10219836:-,IV:10219985:10220607:-|IV:10220649:10220780:-|IV:10220937:10221281:-,0,2,3,0.4,0.6,,IV:10219430:10219836:-|IV:10220601:10220607:-,IV:10219985:10220601:-|IV:10220649:10220780:-|IV:10220937:10221281:-,0,1,2,0,0,,,1091,0,412,412,1503,0.2741184298070526,0.7258815701929474,0,6,1091,1097,0.0054694621695533276,0.9945305378304466,0,406,0,0,0,1,1,1,0
gene:WBGene00007824,tr_gene:WBGene00007824_1,tr_gene:WBGene00007824_2,1,1,5,0.2857142857142857,0.7142857142857143,IV:17380680:17380743:+,IV:17380680:17380744:+,IV:17380923:17380988:+|IV:17381073:17381138:+|IV:17381256:17381320:+|IV:17381521:17381776:+|IV:17381894:17382000:+,0,0,7,0.0,1.0,,,IV:17380625:17380690:+|IV:17380733:17380933:+|IV:17380978:17381083:+|IV:17381128:17381266:+|IV:17381310:17381531:+|IV:17381766:17381904:+|IV:17381990:17382225:+,1,1,7,0.2222222222222222,0.7777777777777778,IV:17380733:17380734:+,IV:17380625:17380634:+,IV:17380634:17380690:+|IV:17380734:17380933:+|IV:17380978:17381083:+|IV:17381128:17381266:+|IV:17381310:17381531:+|IV:17381766:17381904:+|IV:17381990:17382225:+,0,0,5,0,0,,,1092,1,9,10,1102,0.009074410163339383,0.9909255898366606,1,9,1092,1102,0.009074410163339383,0.9909255898366606,0,0,0,0,1,0,1,0,0
gene:WBGene00008032,tr_gene:WBGene00008032_1,tr_gene:WBGene00008032_2,5,0,0,1,0,IV:13079581:13080776:+|IV:13080909:13080974:+|IV:13081049:13081119:+|IV:13081315:13082326:+|IV:13082426:13082492:+,,,0,5,1,0.8333333333333334,0.16666666666666663,,IV:13079480:13079591:+|IV:13080766:13080919:+|IV:13080964:13081059:+|IV:13081109:13081325:+|IV:13082316:13082436:+,IV:13082482:13082779:+,0,6,1,0.8571428571428571,0.1428571428571429,,IV:13079480:13079591:+|IV:13080766:13080919:+|IV:13080964:13081059:+|IV:13081109:13081325:+|IV:13082316:13082436:+|IV:13082482:13082488:+,IV:13082488:13082779:+,0,5,0,0,0,,,291,0,701,701,992,0.7066532258064516,0.2933467741935484,0,6,291,297,0.020202020202020204,0.9797979797979798,0,695,0,0,1,0,1,1,0
gene:WBGene00008147,tr_gene:WBGene00008147_1,tr_gene:WBGene00008147_2,6,0,0,1,0,IV:10002212:10002279:-|IV:10002429:10002498:-|IV:10002589:10002656:-|IV:10002858:10002928:-|IV:10003118:10003197:-|IV:10003336:10003469:-,,,0,6,1,0.8571428571428571,0.1428571428571429,,IV:10001971:10002222:-|IV:10002269:10002439:-|IV:10002488:10002599:-|IV:10002646:10002868:-|IV:10002918:10003128:-|IV:10003459:10003534:-,IV:10003187:10003348:-,1,6,1,0.875,0.125,IV:10003346:10003348:-,IV:10001971:10002222:-|IV:10002269:10002439:-|IV:10002488:10002599:-|IV:10002646:10002868:-|IV:10002918:10003128:-|IV:10003459:10003534:-,IV:10003187:10003346:-,0,6,0,0,0,,,159,2,1039,1041,1200,0.8675,0.13249999999999995,2,0,159,161,0.012422360248447204,0.9875776397515528,0,1039,0,0,1,1,1,1,0
gene:WBGene00008148,tr_gene:WBGene00008148_1,tr_gene:WBGene00008148_2,2,1,5,0.375,0.625,IV:9999509:9999584:-|IV:10001753:10001821:-,IV:9999518:9999584:-,IV:10000309:9999176:-|IV:10001836:10000381:-|IV:10000814:10001351:-|IV:10001411:10001474:-|IV:10001591:10001653:-,0,0,1,0.0,1.0,,,IV:9999166:10001846:-,0,0,21,0,1,,,IV:9999166:10000319:-|IV:9999166:9999519:-|IV:9999166:9999519:-|IV:9999166:9999528:-|IV:9999574:10001846:-|IV:9999574:10000319:-|IV:9999574:10000319:-|IV:10000371:10000824:-|IV:10000371:10000824:-|IV:10000371:10000824:-|IV:10001341:10001421:-|IV:10001341:10001421:-|IV:10001341:10001421:-|IV:10001464:10001601:-|IV:10001464:10001601:-|IV:10001464:10001601:-|IV:10001643:10001846:-|IV:10001643:10001763:-|IV:10001643:10001763:-|IV:10001811:10001846:-|IV:10001811:10001846:-,0,0,21,0,0,,,8506,0,0,0,8506,0,1,0,0,8506,8506,0,1,0,0,0,0,0,0,0,0,0
gene:WBGene00008149,tr_gene:WBGene00008149_1,tr_gene:WBGene00008149_2,5,0,0,1,0,IV:9995849:9995913:-|IV:9996060:9996132:-|IV:9996603:9996670:-|IV:9996781:9997568:-|IV:9997700:9997766:-,,,1,6,0,1.0,0.0,IV:9998833:9998899:-,IV:9995471:9995859:-|IV:9995903:9996070:-|IV:9996122:9996613:-|IV:9996660:9996791:-|IV:9997558:9997710:-|IV:9997756:9998002:-,,1,6,0,1.0,0.0,IV:9998833:9998899:-,IV:9995471:9995859:-|IV:9995903:9996070:-|IV:9996122:9996613:-|IV:9996660:9996791:-|IV:9997558:9997710:-|IV:9997756:9998002:-,,1,6,0,0,0,,,0,66,1575,1641,1641,1.0,0.0,0,0,0,0,0,0,66,1575,0,0,0,0,0,0,1
gene:WBGene00008274,tr_gene:WBGene00008274_1,tr_gene:WBGene00008274_2,17,0,0,1,0,IV:8975671:8975806:+|IV:8976016:8976122:+|IV:8976277:8976405:+|IV:8976583:8976647:+|IV:8976787:8977065:+|IV:8977513:8977739:+|IV:8977896:8978595:+|IV:8978677:8980370:+|IV:8980697:8980888:+|IV:8981348:8981704:+|IV:8982073:8982155:+|IV:8982383:8982757:+|IV:8983043:8983117:+|IV:8983206:8983272:+|IV:8983412:8983479:+|IV:8983637:8983712:+|IV:8983838:8983957:+,,,0,17,1,0.9444444444444444,0.05555555555555558,,IV:8975531:8975681:+|IV:8975796:8976026:+|IV:8976112:8976287:+|IV:8976395:8976593:+|IV:8976637:8976797:+|IV:8977055:8977523:+|IV:8977729:8977906:+|IV:8978585:8978687:+|IV:8980360:8980707:+|IV:8980878:8981358:+|IV:8981694:8982083:+|IV:8982145:8982393:+|IV:8982747:8983053:+|IV:8983107:8983216:+|IV:8983262:8983422:+|IV:8983469:8983647:+|IV:8983702:8983848:+,IV:8983947:8984560:+,0,18,1,0.9473684210526315,0.052631578947368474,,IV:8975531:8975681:+|IV:8975796:8976026:+|IV:8976112:8976287:+|IV:8976395:8976593:+|IV:8976637:8976797:+|IV:8977055:8977523:+|IV:8977729:8977906:+|IV:8978585:8978687:+|IV:8980360:8980707:+|IV:8980878:8981358:+|IV:8981694:8982083:+|IV:8982145:8982393:+|IV:8982747:8983053:+|IV:8983107:8983216:+|IV:8983262:8983422:+|IV:8983469:8983647:+|IV:8983702:8983848:+|IV:8983947:8983954:+,IV:8983954:8984560:+,0,17,0,0,0,,,606,0,4030,4030,4636,0.869283865401208,0.13071613459879206,0,7,606,613,0.011419249592169658,0.9885807504078303,0,4023,0,0,1,0,1,1,0
gene:WBGene00008275,tr_gene:WBGene00008275_1,tr_gene:WBGene00008275_2,2,2,3,0.5714285714285714,0.4285714285714286,IV:8985098:8985409:+|IV:8985492:8985552:+,IV:8984935:8985004:+|IV:8985098:8985552:+,IV:8985673:8985744:+|IV:8985892:8985957:+|IV:8986089:8986489:+,1,1,5,0.2857142857142857,0.7142857142857143,IV:8985399:8985502:+,IV:8984865:8984945:+,IV:8984994:8985108:+|IV:8985542:8985683:+|IV:8985734:8985902:+|IV:8985947:8986099:+|IV:8986479:8986774:+,1,2,5,0.375,0.625,IV:8985399:8985502:+,IV:8984865:8984945:+|IV:8984994:8985029:+,IV:8985029:8985108:+|IV:8985542:8985683:+|IV:8985734:8985902:+|IV:8985947:8986099:+|IV:8986479:8986774:+,1,1,4,0,0,,,835,103,115,218,1053,0.2070275403608737,0.7929724596391263,0,35,835,870,0.040229885057471264,0.9597701149425287,103,80,0,0,1,0,1,1,0
gene:WBGene00008362,tr_gene:WBGene00008362_1,tr_gene:WBGene00008362_2,1,7,4,0.6666666666666666,0.33333333333333337,IV:8929243:8930225:+,IV:8926531:8926601:+|IV:8926734:8926798:+|IV:8926896:8926964:+|IV:8927087:8927465:+|IV:8927861:8927927:+|IV:8929243:8929825:+|IV:8930038:8930225:+,IV:8928016:8928092:+|IV:8928297:8928832:+|IV:8928931:8928996:+|IV:8929090:8929157:+,0,6,6,0.5,0.5,,IV:8926477:8926541:+|IV:8926591:8926744:+|IV:8926788:8926906:+|IV:8926954:8927097:+|IV:8927455:8927871:+|IV:8929815:8930048:+,IV:8927917:8928026:+|IV:8928082:8928307:+|IV:8928822:8928941:+|IV:8928986:8929100:+|IV:8929147:8929253:+|IV:8930215:8930322:+,0,7,6,0.5384615384615384,0.46153846153846156,,IV:8926477:8926541:+|IV:8926591:8926744:+|IV:8926788:8926906:+|IV:8926954:8927097:+|IV:8927455:8927871:+|IV:8927917:8927923:+|IV:8929815:8930048:+,IV:8927923:8928026:+|IV:8928082:8928307:+|IV:8928822:8928941:+|IV:8928986:8929100:+|IV:8929147:8929253:+|IV:8930215:8930322:+,0,6,5,0,0,,,774,0,1133,1133,1907,0.5941269008914526,0.4058730991085474,0,6,774,780,0.007692307692307693,0.9923076923076923,0,1127,0,0,1,0,1,1,0
gene:WBGene00008362,tr_gene:WBGene00008362_1,tr_gene:WBGene00008362_3,0,5,0,1,0,,IV:8928016:8928092:+|IV:8928297:8928832:+|IV:8928931:8928996:+|IV:8929090:8929157:+|IV:8929243:8930225:+,,0,0,1,0.0,1.0,,,IV:8926334:8930322:+,0,6,6,0.5,0.5,,IV:8926334:8927923:+|IV:8928026:8928082:+|IV:8928307:8928822:+|IV:8928941:8928986:+|IV:8929100:8929147:+|IV:8929253:8930215:+,IV:8927923:8928026:+|IV:8928082:8928307:+|IV:8928822:8928941:+|IV:8928986:8929100:+|IV:8929147:8929253:+|IV:8930215:8930322:+,0,0,0,0,5,,IV:8928026:8928082:+|IV:8928307:8928822:+|IV:8928941:8928986:+|IV:8929100:8929147:+|IV:8929253:8930215:+,774,0,3214,3214,3988,0.8059177532597793,0.19408224674022068,0,3214,774,3988,0.8059177532597793,0.19408224674022068,0,0,0,1,1,0,0,0,0
gene:WBGene00008362,tr_gene:WBGene00008362_1,tr_gene:WBGene00008362_4,1,8,4,0.6923076923076923,0.3076923076923077,IV:8929243:8930225:+,IV:8926415:8926481:+|IV:8926531:8926601:+|IV:8926734:8926798:+|IV:8926896:8926964:+|IV:8927087:8927465:+|IV:8927861:8927927:+|IV:8929243:8929825:+|IV:8930038:8930225:+,IV:8928016:8928092:+|IV:8928297:8928832:+|IV:8928931:8928996:+|IV:8929090:8929157:+,0,7,6,0.5384615384615384,0.46153846153846156,,IV:8926334:8926425:+|IV:8926471:8926541:+|IV:8926591:8926744:+|IV:8926788:8926906:+|IV:8926954:8927097:+|IV:8927455:8927871:+|IV:8929815:8930048:+,IV:8927917:8928026:+|IV:8928082:8928307:+|IV:8928822:8928941:+|IV:8928986:8929100:+|IV:8929147:8929253:+|IV:8930215:8930322:+,0,8,6,0.5714285714285714,0.4285714285714286,,IV:8926334:8926425:+|IV:8926471:8926541:+|IV:8926591:8926744:+|IV:8926788:8926906:+|IV:8926954:8927097:+|IV:8927455:8927871:+|IV:8927917:8927923:+|IV:8929815:8930048:+,IV:8927923:8928026:+|IV:8928082:8928307:+|IV:8928822:8928941:+|IV:8928986:8929100:+|IV:8929147:8929253:+|IV:8930215:8930322:+,0,7,5,0,0,,,774,0,1230,1230,2004,0.6137724550898204,0.38622754491017963,0,6,774,780,0.007692307692307693,0.9923076923076923,0,1224,0,0,1,0,1,1,0
