gene_id,transcript_id,consolidation_transcript_id
gene:WBGene00022012,FLAIR_gene:WBGene00022012_1,tr_gene:WBGene00022012_1
gene:WBGene00022044,FLAIR_gene:WBGene00022044_1,tr_gene:WBGene00022044_1
gene:WBGene00022045,FLAIR_gene:WBGene00022045_1,tr_gene:WBGene00022045_1
gene:WBGene00022046,FLAIR_gene:WBGene00022046_1,tr_gene:WBGene00022046_1
gene:WBGene00022047,FLAIR_gene:WBGene00022047_1,tr_gene:WBGene00022047_1
gene:WBGene00022048,FLAIR_gene:WBGene00022048_1,tr_gene:WBGene00022048_2
gene:WBGene00022048,FLAIR_gene:WBGene00022048_4,tr_gene:WBGene00022048_4
gene:WBGene00022048,FLAIR_gene:WBGene00022048_3,tr_gene:WBGene00022048_3
gene:WBGene00022048,FLAIR_gene:WBGene00022048_2,tr_gene:WBGene00022048_1
gene:WBGene00022059,FLAIR_gene:WBGene00022059_2,tr_gene:WBGene00022059_2
gene:WBGene00022059,FLAIR_gene:WBGene00022059_1,tr_gene:WBGene00022059_1
gene:WBGene00022060,FLAIR_gene:WBGene00022060_1,tr_gene:WBGene00022060_1
gene:WBGene00022063,FLAIR_gene:WBGene00022063_1,tr_gene:WBGene00022063_1
gene:WBGene00022067,FLAIR_gene:WBGene00022067_1,tr_gene:WBGene00022067_1
gene:WBGene00022069,FLAIR_gene:WBGene00022069_3,tr_gene:WBGene00022069_3
gene:WBGene00022069,FLAIR_gene:WBGene00022069_2,tr_gene:WBGene00022069_2
gene:WBGene00022069,FLAIR_gene:WBGene00022069_1,tr_gene:WBGene00022069_1
gene:WBGene00022072,FLAIR_gene:WBGene00022072_1,tr_gene:WBGene00022072_1
gene:WBGene00022074,FLAIR_gene:WBGene00022074_2,tr_gene:WBGene00022074_2
gene:WBGene00022074,FLAIR_gene:WBGene00022074_1,tr_gene:WBGene00022074_1
gene:WBGene00022075,FLAIR_gene:WBGene00022075_1,tr_gene:WBGene00022075_1
gene:WBGene00022076,FLAIR_gene:WBGene00022076_1,tr_gene:WBGene00022076_1
gene:WBGene00022078,FLAIR_gene:WBGene00022078_1,tr_gene:WBGene00022078_1
gene:WBGene00022087,FLAIR_gene:WBGene00022087_1,tr_gene:WBGene00022087_1
gene:WBGene00022089,FLAIR_gene:WBGene00022089_1,tr_gene:WBGene00022089_1
gene:WBGene00022092,FLAIR_gene:WBGene00022092_1,tr_gene:WBGene00022092_1
gene:WBGene00022096,FLAIR_gene:WBGene00022096_1,tr_gene:WBGene00022096_1
gene:WBGene00022099,FLAIR_gene:WBGene00022099_1,tr_gene:WBGene00022099_1
gene:WBGene00022101,FLAIR_gene:WBGene00022101_1,tr_gene:WBGene00022101_1
gene:WBGene00022134,FLAIR_gene:WBGene00022134_1,tr_gene:WBGene00022134_1
gene:WBGene00022231,FLAIR_gene:WBGene00022231_1,tr_gene:WBGene00022231_1
gene:WBGene00022232,FLAIR_gene:WBGene00022232_1,tr_gene:WBGene00022232_1
gene:WBGene00022233,FLAIR_gene:WBGene00022233_1,tr_gene:WBGene00022233_1
gene:WBGene00022235,FLAIR_gene:WBGene00022235_2,tr_gene:WBGene00022235_2
gene:WBGene00022235,FLAIR_gene:WBGene00022235_1,tr_gene:WBGene00022235_1
gene:WBGene00022236,FLAIR_gene:WBGene00022236_1,tr_gene:WBGene00022236_1
gene:WBGene00022244,FLAIR_gene:WBGene00022244_1,tr_gene:WBGene00022244_1
gene:WBGene00022245,FLAIR_gene:WBGene00022245_1,tr_gene:WBGene00022245_1
gene:WBGene00022248,FLAIR_gene:WBGene00022248_1,tr_gene:WBGene00022248_1
gene:WBGene00022250,FLAIR_gene:WBGene00022250_1,tr_gene:WBGene00022250_1
gene:WBGene00022251,FLAIR_gene:WBGene00022251_1,tr_gene:WBGene00022251_1
gene:WBGene00022252,FLAIR_gene:WBGene00022252_1,tr_gene:WBGene00022252_1
gene:WBGene00022253,FLAIR_gene:WBGene00022253_1,tr_gene:WBGene00022253_1
gene:WBGene00022257,FLAIR_gene:WBGene00022257_1,tr_gene:WBGene00022257_1
gene:WBGene00022296,FLAIR_gene:WBGene00022296_1,tr_gene:WBGene00022296_1
gene:WBGene00022297,FLAIR_gene:WBGene00022297_1,tr_gene:WBGene00022297_1
gene:WBGene00022300,FLAIR_gene:WBGene00022300_1,tr_gene:WBGene00022300_1
gene:WBGene00022301,FLAIR_gene:WBGene00022301_1,tr_gene:WBGene00022301_1
gene:WBGene00022306,FLAIR_gene:WBGene00022306_1,tr_gene:WBGene00022306_1
gene:WBGene00022307,FLAIR_gene:WBGene00022307_1,tr_gene:WBGene00022307_1
gene:WBGene00022309,FLAIR_gene:WBGene00022309_1,tr_gene:WBGene00022309_1
gene:WBGene00022310,FLAIR_gene:WBGene00022310_2,tr_gene:WBGene00022310_2
gene:WBGene00022310,FLAIR_gene:WBGene00022310_1,tr_gene:WBGene00022310_1
gene:WBGene00022376,FLAIR_gene:WBGene00022376_1,tr_gene:WBGene00022376_1
gene:WBGene00022378,FLAIR_gene:WBGene00022378_1,tr_gene:WBGene00022378_1
gene:WBGene00022380,FLAIR_gene:WBGene00022380_1,tr_gene:WBGene00022380_1
gene:WBGene00022381,FLAIR_gene:WBGene00022381_1,tr_gene:WBGene00022381_1
gene:WBGene00022425,FLAIR_gene:WBGene00022425_1,tr_gene:WBGene00022425_1
gene:WBGene00022426,FLAIR_gene:WBGene00022426_1,tr_gene:WBGene00022426_1
gene:WBGene00022427,FLAIR_gene:WBGene00022427_1,tr_gene:WBGene00022427_1
gene:WBGene00022609,FLAIR_gene:WBGene00022609_1,tr_gene:WBGene00022609_1
gene:WBGene00022610,FLAIR_gene:WBGene00022610_1,tr_gene:WBGene00022610_1
gene:WBGene00022618,FLAIR_gene:WBGene00022618_2,tr_gene:WBGene00022618_2
gene:WBGene00022618,FLAIR_gene:WBGene00022618_1,tr_gene:WBGene00022618_1
gene:WBGene00022620,FLAIR_gene:WBGene00022620_1,tr_gene:WBGene00022620_1
gene:WBGene00022677,FLAIR_gene:WBGene00022677_1,tr_gene:WBGene00022677_1
gene:WBGene00022678,FLAIR_gene:WBGene00022678_1,tr_gene:WBGene00022678_1
gene:WBGene00022681,FLAIR_gene:WBGene00022681_1,tr_gene:WBGene00022681_1
gene:WBGene00022683,FLAIR_gene:WBGene00022683_1,tr_gene:WBGene00022683_1
gene:WBGene00022772,FLAIR_gene:WBGene00022772_1,tr_gene:WBGene00022772_1
gene:WBGene00022773,FLAIR_gene:WBGene00022773_1,tr_gene:WBGene00022773_1
gene:WBGene00022774,FLAIR_gene:WBGene00022774_1,tr_gene:WBGene00022774_1
gene:WBGene00022775,FLAIR_gene:WBGene00022775_1,tr_gene:WBGene00022775_1
gene:WBGene00022776,FLAIR_gene:WBGene00022776_1,tr_gene:WBGene00022776_1
gene:WBGene00023421,FLAIR_gene:WBGene00023421_1,tr_gene:WBGene00023421_1
gene:WBGene00023487,FLAIR_gene:WBGene00023487_1,tr_gene:WBGene00023487_1
gene:WBGene00043062,FLAIR_gene:WBGene00043062_1,tr_gene:WBGene00043062_1
gene:WBGene00043064,FLAIR_gene:WBGene00043064_1,tr_gene:WBGene00043064_1
gene:WBGene00043068,FLAIR_gene:WBGene00043068_1,tr_gene:WBGene00043068_1
gene:WBGene00043705,FLAIR_gene:WBGene00043705_1,tr_gene:WBGene00043705_1
gene:WBGene00044025,FLAIR_gene:WBGene00044025_1,tr_gene:WBGene00044025_1
gene:WBGene00044067,FLAIR_gene:WBGene00044067_1,tr_gene:WBGene00044067_1
gene:WBGene00044073,FLAIR_gene:WBGene00044073_1,tr_gene:WBGene00044073_1
gene:WBGene00044083,FLAIR_gene:WBGene00044083_1,tr_gene:WBGene00044083_1
gene:WBGene00044107,FLAIR_gene:WBGene00044107_2,tr_gene:WBGene00044107_2
gene:WBGene00044107,FLAIR_gene:WBGene00044107_1,tr_gene:WBGene00044107_1
gene:WBGene00044241,FLAIR_gene:WBGene00044241_1,tr_gene:WBGene00044241_1
gene:WBGene00044253,FLAIR_gene:WBGene00044253_1,tr_gene:WBGene00044253_1
gene:WBGene00044258,FLAIR_gene:WBGene00044258_1,tr_gene:WBGene00044258_1
gene:WBGene00044280,FLAIR_gene:WBGene00044280_1,tr_gene:WBGene00044280_1
gene:WBGene00044290,FLAIR_gene:WBGene00044290_1,tr_gene:WBGene00044290_1
gene:WBGene00044294,FLAIR_gene:WBGene00044294_1,tr_gene:WBGene00044294_1
gene:WBGene00044325,FLAIR_gene:WBGene00044325_1,tr_gene:WBGene00044325_1
gene:WBGene00044326,FLAIR_gene:WBGene00044326_1,tr_gene:WBGene00044326_1
gene:WBGene00044329,FLAIR_gene:WBGene00044329_1,tr_gene:WBGene00044329_1
gene:WBGene00044466,FLAIR_gene:WBGene00044466_1,tr_gene:WBGene00044466_1
gene:WBGene00044468,FLAIR_gene:WBGene00044468_1,tr_gene:WBGene00044468_1
gene:WBGene00044469,FLAIR_gene:WBGene00044469_1,tr_gene:WBGene00044469_1
gene:WBGene00044481,FLAIR_gene:WBGene00044481_1,tr_gene:WBGene00044481_1
gene:WBGene00044483,FLAIR_gene:WBGene00044483_1,tr_gene:WBGene00044483_1
gene:WBGene00044484,FLAIR_gene:WBGene00044484_1,tr_gene:WBGene00044484_1
gene:WBGene00044488,FLAIR_gene:WBGene00044488_1,tr_gene:WBGene00044488_1
gene:WBGene00044492,FLAIR_gene:WBGene00044492_1,tr_gene:WBGene00044492_1
gene:WBGene00044493,FLAIR_gene:WBGene00044493_1,tr_gene:WBGene00044493_1
gene:WBGene00044500,FLAIR_gene:WBGene00044500_1,tr_gene:WBGene00044500_1
gene:WBGene00044502,FLAIR_gene:WBGene00044502_1,tr_gene:WBGene00044502_1
gene:WBGene00044508,FLAIR_gene:WBGene00044508_1,tr_gene:WBGene00044508_1
gene:WBGene00044608,FLAIR_gene:WBGene00044608_1,tr_gene:WBGene00044608_1
gene:WBGene00044649,FLAIR_gene:WBGene00044649_1,tr_gene:WBGene00044649_1
gene:WBGene00044650,FLAIR_gene:WBGene00044650_1,tr_gene:WBGene00044650_1
gene:WBGene00044690,FLAIR_gene:WBGene00044690_1,tr_gene:WBGene00044690_1
gene:WBGene00044737,FLAIR_gene:WBGene00044737_1,tr_gene:WBGene00044737_1
gene:WBGene00044742,FLAIR_gene:WBGene00044742_1,tr_gene:WBGene00044742_1
gene:WBGene00044757,FLAIR_gene:WBGene00044757_1,tr_gene:WBGene00044757_1
gene:WBGene00044784,FLAIR_gene:WBGene00044784_1,tr_gene:WBGene00044784_1
gene:WBGene00044789,FLAIR_gene:WBGene00044789_1,tr_gene:WBGene00044789_1
gene:WBGene00044797,FLAIR_gene:WBGene00044797_1,tr_gene:WBGene00044797_1
gene:WBGene00044922,FLAIR_gene:WBGene00044922_1,tr_gene:WBGene00044922_1
gene:WBGene00044989,FLAIR_gene:WBGene00044989_1,tr_gene:WBGene00044989_1
gene:WBGene00044990,FLAIR_gene:WBGene00044990_1,tr_gene:WBGene00044990_1
gene:WBGene00045038,FLAIR_gene:WBGene00045038_1,tr_gene:WBGene00045038_1
gene:WBGene00045063,FLAIR_gene:WBGene00045063_1,tr_gene:WBGene00045063_1
gene:WBGene00045078,FLAIR_gene:WBGene00045078_1,tr_gene:WBGene00045078_1
gene:WBGene00045146,FLAIR_gene:WBGene00045146_1,tr_gene:WBGene00045146_1
gene:WBGene00045249,FLAIR_gene:WBGene00045249_1,tr_gene:WBGene00045249_1
gene:WBGene00045255,FLAIR_gene:WBGene00045255_1,tr_gene:WBGene00045255_1
gene:WBGene00045397,FLAIR_gene:WBGene00045397_1,tr_gene:WBGene00045397_1
gene:WBGene00050885,FLAIR_gene:WBGene00050885_1,tr_gene:WBGene00050885_1
gene:WBGene00138717,FLAIR_gene:WBGene00138717_1,tr_gene:WBGene00138717_1
gene:WBGene00185088,FLAIR_gene:WBGene00185088_1,tr_gene:WBGene00185088_1
gene:WBGene00194651,FLAIR_gene:WBGene00194651_1,tr_gene:WBGene00194651_1
gene:WBGene00194926,FLAIR_gene:WBGene00194926_1,tr_gene:WBGene00194926_1
gene:WBGene00195063,FLAIR_gene:WBGene00195063_1,tr_gene:WBGene00195063_1
gene:WBGene00195093,FLAIR_gene:WBGene00195093_1,tr_gene:WBGene00195093_1
gene:WBGene00219399,FLAIR_gene:WBGene00219399_1,tr_gene:WBGene00219399_1
gene:WBGene00235102,FLAIR_gene:WBGene00235102_1,tr_gene:WBGene00235102_1
gene:WBGene00235391,FLAIR_gene:WBGene00235391_1,tr_gene:WBGene00235391_1
gene:WBGene00249815,FLAIR_gene:WBGene00249815_1,tr_gene:WBGene00249815_1
gene:WBGene00302964,FLAIR_gene:WBGene00302964_1,tr_gene:WBGene00302964_1
gene:WBGene00302978,FLAIR_gene:WBGene00302978_1,tr_gene:WBGene00302978_1
gene:WBGene00302986,FLAIR_gene:WBGene00302986_1,tr_gene:WBGene00302986_1
gene:WBGene00303007,FLAIR_gene:WBGene00303007_1,tr_gene:WBGene00303007_2
gene:WBGene00303007,FLAIR_gene:WBGene00303007_3,tr_gene:WBGene00303007_3
gene:WBGene00303007,FLAIR_gene:WBGene00303007_4,tr_gene:WBGene00303007_4
gene:WBGene00303007,FLAIR_gene:WBGene00303007_2,tr_gene:WBGene00303007_1
gene:WBGene00303015,FLAIR_gene:WBGene00303015_1,tr_gene:WBGene00303015_1
gene:WBGene00303023,FLAIR_gene:WBGene00303023_1,tr_gene:WBGene00303023_1
